"delv_plt","material","ship_to","qty"
4608,"S700_3167","Technics Stores Inc.",48
3131.2,"S700_3167","West Coast Collectables Co.",38
2678.4,"S700_3167","Osaka Souveniers Co.",31
1747.2,"S700_3167","Australian Collectors, Co.",26
2944,"S700_3167","Royal Canadian Collectables, Ltd.",32
2956.8,"S700_3167","The Sharp Gifts Warehouse",44
2052,"S700_3167","Euro Shopping Channel",27
3164.8,"S700_3167","La Rochelle Gifts",43
1740,"S700_3167","Norway Gifts By Mail, Co.",25
1777.6,"S700_3167","Bavarian Collectables Imports, Co.",22
1831.2,"S700_3167","Mini Classics",21
3609.6,"S700_3167","giftsbymail.co.uk",48
2112,"S700_3167","Rovelli Gifts",33
3644.12,"S700_3167","Salzburg Collectables",34
3523.85,"S700_3167","Gift Ideas Corp.",43
5001.92,"S700_3167","Souveniers And Things Co.",44
5208.72,"S700_3167","La Rochelle Gifts",44
3018.88,"S700_3167","Euro Shopping Channel",32
1902.4,"S700_3167","Reims Collectables",29
7084,"S700_3167","Tekni Collectables Inc.",77
2620.8,"S700_3167","L'ordine Souveniers",39
3164.46,"S700_3505","Danish Wholesale Imports",39
4219.2,"S700_3505","Enaco Distributors",36
3828.3,"S700_3505","Stylish Desk Decors, Co.",42
2334.99,"S700_3505","Mini Gifts Distributors Ltd.",21
4407.5,"S700_3505","Euro Shopping Channel",50
2812.8,"S700_3505","Scandinavian Gift Ideas",24
4055.04,"S700_3505","CAF Imports",44
3891.66,"S700_3505","Mini Creations Ltd.",37
2488.32,"S700_3505","Enaco Distributors",27
4447.4,"S700_3505","Saveley & Henriot, Co.",37
4187.22,"S700_3505","Collectable Mini Designs Co.",38
4615.68,"S700_3505","giftsbymail.co.uk",48
3245.4,"S700_3505","Land of Toys Inc.",30
2203.75,"S700_3505","Quebec Home Shopping Network",25
3446,"S700_3505","Petit Auto",40
1939.3,"S700_3505","Royal Canadian Collectables, Ltd.",22
3473.78,"S700_3505","Gifts4AllAges.com",34
2884.8,"S700_3505","AV Stores, Co.",32
2670.65,"S700_3505","La Rochelle Gifts",31
3440,"S700_3505","Danish Wholesale Imports",43
2770.78,"S700_3505","Classic Legends Inc.",31
2397.54,"S700_3505","Euro Shopping Channel",31
3275.56,"S700_3505","Oulu Toy Supplies, Inc.",34
4143.6,"S700_3505","Euro Shopping Channel",45
5192.64,"S700_3505","Alpha Cognac",48
3029.04,"S700_3505","Gifts4AllAges.com",28
2556.18,"S700_3962","Danish Wholesale Imports",22
3753.9,"S700_3962","Dragon Souveniers, Ltd.",45
2562.3,"S700_3962","Stylish Desk Decors, Co.",30
3245.58,"S700_3962","Mini Gifts Distributors Ltd.",38
2204.6,"S700_3962","Euro Shopping Channel",20
3003,"S700_3962","Scandinavian Gift Ideas",28
2526.48,"S700_3962","CAF Imports",24
1747.9,"S700_3962","Mini Creations Ltd.",22
3267.25,"S700_3962","Enaco Distributors",35
2818.53,"S700_3962","Saveley & Henriot, Co.",33
2955.54,"S700_3962","Collectable Mini Designs Co.",31
2885.05,"S700_3962","giftsbymail.co.uk",35
3162.95,"S700_3962","Land of Toys Inc.",35
4071.5,"S700_3962","Quebec Home Shopping Network",50
2969.46,"S700_3962","Petit Auto",26
3396.44,"S700_3962","Royal Canadian Collectables, Ltd.",38
4692.6,"S700_3962","Online Mini Collectables",45
3515.7,"S700_3962","AV Stores, Co.",30
3380.69,"S700_3962","La Rochelle Gifts",37
3204.57,"S700_3962","Danish Wholesale Imports",37
2588.04,"S700_3962","Classic Legends Inc.",36
2854.75,"S700_3962","Euro Shopping Channel",25
4025.6,"S700_3962","Oulu Toy Supplies, Inc.",37
2864.4,"S700_3962","Euro Shopping Channel",30
3789.72,"S700_3962","Alpha Cognac",36
2439.99,"S700_3962","Gifts4AllAges.com",27
2949.12,"S700_4002","Rovelli Gifts",48
1539.72,"S700_4002","Salzburg Collectables",26
2213.38,"S700_4002","Gift Ideas Corp.",26
2919.58,"S700_4002","Mini Creations Ltd.",34
3778.28,"S700_4002","Toys of Finland, Co.",44
3233.49,"S700_4002","Technics Stores Inc.",39
3431.25,"S700_4002","Alpha Cognac",45
2546.8,"S700_4002","Cruz & Sons Co.",40
2953.86,"S700_4002","Osaka Souveniers Co.",42
3183.29,"S700_4002","Collectable Mini Designs Co.",43
2466.7,"S700_4002","Royal Canadian Collectables, Ltd.",34
2363.22,"S700_4002","The Sharp Gifts Warehouse",38
2487.45,"S700_4002","Euro Shopping Channel",35
2249.05,"S700_4002","La Rochelle Gifts",31
2061.12,"S700_4002","Norway Gifts By Mail, Co.",32
4071.14,"S700_4002","Bavarian Collectables Imports, Co.",47
2656.29,"S700_4002","Mini Classics",39
2736.36,"S700_4002","giftsbymail.co.uk",44
3348.93,"S700_4002","Rovelli Gifts",39
2893,"S700_4002","Tokyo Collectables, Ltd",50
1661.22,"S700_4002","Auto-Moto Classics Inc.",22
4277.35,"S700_4002","Souveniers And Things Co.",35
2502.9,"S700_4002","Oulu Toy Supplies, Inc.",45
3801.6,"S700_4002","Euro Shopping Channel",44
3144.96,"S700_4002","Reims Collectables",36
2031.4,"S700_4002","Tekni Collectables Inc.",28
2674.17,"S700_4002","L'ordine Souveniers",43
2526.72,"S72_1253","Rovelli Gifts",48
1348.76,"S72_1253","Salzburg Collectables",28
875.91,"S72_1253","Gift Ideas Corp.",21
1874.05,"S72_1253","Mini Creations Ltd.",37
1671.44,"S72_1253","Toys of Finland, Co.",34
1668.4,"S72_1253","Scandinavian Gift Ideas",40
2301.75,"S72_1253","Alpha Cognac",45
1459.92,"S72_1253","Double Decker Gift Stores, Ltd",28
1209.59,"S72_1253","Enaco Distributors",29
2145.12,"S72_1253","Men 'R' US Retailers, Ltd.",48
1416.39,"S72_1253","Collectable Mini Designs Co.",31
1843.52,"S72_1253","Cambridge Collectables Co.",32
1199.31,"S72_1253","Euro Shopping Channel",21
1875.2,"S72_1253","Collectables For Less Inc.",32
2477.23,"S72_1253","Royal Canadian Collectables, Ltd.",43
948.99,"S72_1253","Bavarian Collectables Imports, Co.",21
1823.42,"S72_1253","Classic Gift Ideas, Inc",34
1485.8,"S72_1253","giftsbymail.co.uk",34
3789.72,"S72_1253","Land of Toys Inc.",44
2060.37,"S72_1253","Tokyo Collectables, Ltd",27
2579.36,"S72_1253","Auto-Moto Classics Inc.",49
2189.6,"S72_1253","Souveniers And Things Co.",23
1624.25,"S72_1253","Oulu Toy Supplies, Inc.",25
4357.5,"S72_1253","Euro Shopping Channel",50
1367.48,"S72_1253","Reims Collectables",34
1122.4,"S72_1253","The Sharp Gifts Warehouse",20
2419.62,"S72_1253","Australian Collectables, Ltd",42
1419.5,"S72_3212","Danish Wholesale Imports",25
2184,"S72_3212","Dragon Souveniers, Ltd.",50
2079.04,"S72_3212","Stylish Desk Decors, Co.",32
1724.97,"S72_3212","Mini Gifts Distributors Ltd.",39
3003,"S72_3212","Euro Shopping Channel",50
1846.42,"S72_3212","Scandinavian Gift Ideas",38
2009.2,"S72_3212","CAF Imports",40
1804.04,"S72_3212","Mini Creations Ltd.",28
2109.66,"S72_3212","Enaco Distributors",42
2682.96,"S72_3212","Saveley & Henriot, Co.",42
2280.24,"S72_3212","Collectable Mini Designs Co.",36
1192.56,"S72_3212","giftsbymail.co.uk",24
1506.96,"S72_3212","Land of Toys Inc.",23
1472.62,"S72_3212","Quebec Home Shopping Network",29
1696.82,"S72_3212","Petit Auto",37
1693.56,"S72_3212","Royal Canadian Collectables, Ltd.",33
1921.92,"S72_3212","Amica Models & Co.",32
2082.85,"S72_3212","AV Stores, Co.",35
2227.6,"S72_3212","La Rochelle Gifts",40
3209.38,"S72_3212","Danish Wholesale Imports",37
4080.72,"S72_3212","Classic Legends Inc.",42
2244.4,"S72_3212","Euro Shopping Channel",20
3978.51,"S72_3212","Oulu Toy Supplies, Inc.",29
5417.57,"S72_3212","Euro Shopping Channel",43
2116.16,"S72_3212","Alpha Cognac",34
3079.44,"S72_3212","Gifts4AllAges.com",47
